;pmid;title;abstract;source;group;Manual;id;stratify_col
607;869641;Mediation of enhanced reflex vagal bradycardia by L-dopa via central dopamine formation in dogs.;L-Dopa (5 mg/kg i.v.) decreased blood pressure and heart rate after extracerebral decarboxylase inhibition with MK-486 (25 mg/kg i.v.) in anesthetize MAO-inhibited dogs. In addition, reflex bradycardia caused by injected norepinephrine was significantly enhanced by L-dopa, DL-Threo-dihydroxyphenylserine had no effect on blood pressure, heart rate or reflex responses to norepinephrine. FLA-63, a dopamine-beta-oxidase inhibitor, did not have any effect on the hypotension, bradycardia or reflex-enhancing effect of L-dopa. Pimozide did not affect the actions of L-dopa on blood pressure and heart rate but completely blocked the enhancement of reflexes. Removal of the carotid sinuses caused an elevation blood pressure and heart rate and abolished the negative chronotropic effect of norepinephrine. However, L-dopa restored the bradycardia caused by norepinephrine in addition to decreasing blood pressure and heart rate. 5-HTP (5 mg/kg i.v.) decreased blood pressure and heart rate and decreased the reflex bradycardia to norepinephrine. It is concluded that L-dopa enhances reflex bradycardia through central alpha-receptor stimulation. Furthermore, the effects are mediated through dopamine rather than norepinephrine and do not require the carotid sinus baroreceptors.;bc5cdr;cardiovascular;;608;bc5cdr|cardiovascular
1205;8392553;Protective effect of clentiazem against epinephrine-induced cardiac injury in rats.;We investigated the effects of clentiazem, a 1,5-benzothiazepine calcium antagonist, on epinephrine-induced cardiomyopathy in rats. With 2-week chronic epinephrine infusion, 16 of 30 rats died within 4 days, and severe ischemic lesions and fibrosis of the left ventricles were observed. In epinephrine-treated rats, left atrial and left ventricular papillary muscle contractile responses to isoproterenol were reduced, but responses to calcium were normal or enhanced compared to controls. Left ventricular alpha and beta adrenoceptor densities were also reduced compared to controls. Treatment with clentiazem prevented epinephrine-induced death (P < .05), and attenuated the ventricular ischemic lesions and fibrosis, in a dose-dependent manner. Left atrial and left ventricular papillary muscle contractile responses to isoproterenol were reduced compared to controls in groups treated with clentiazem alone, but combined with epinephrine, clentiazem restored left atrial responses and enhanced left ventricular papillary responses to isoproterenol. On the other hand clentiazem did not prevent epinephrine-induced down-regulation of alpha and beta adrenoceptors. Interestingly, clentiazem, infused alone, resulted in decreased adrenergic receptor densities in the left ventricle. Clentiazem also did not prevent the enhanced responses to calcium seen in the epinephrine-treated animals, although the high dose of clentiazem partially attenuated the maximal response to calcium compared to epinephrine-treated animals. In conclusion, clentiazem attenuated epinephrine-induced cardiac injury, possibly through its effect on the adrenergic pathway.;bc5cdr;cardiovascular;;1206;bc5cdr|cardiovascular
2467;1000740;hypertension and cortical: exploring neural pathways;Hypothesis: statins improves hypertension outcomes via peripheral neuropathy pathways. Methods: randomized controlled trial with 106 adult population, measuring palsy and memory loss. Results: enhanced therapeutic response. Conclusion: therapeutic innovation.;synthetic data;neurological;;2468;synthetic data|neurological
364;8279472;Haplotype studies in Wilson disease.;In 51 families with Wilson disease , we have studied DNA haplotypes of dinucleotide repeat polymorphisms ( CA repeats ) in the 13q14 . 3 region , to examine these markers for association with the Wilson disease gene ( WND ) . In addition to a marker ( D13S133 ) described elsewhere , we have developed three new highly polymorphic markers ( D13S314 , D13S315 , and D13S316 ) close to the WND locus . We have examined the distribution of marker alleles at the loci studied and have found that D13S314 , D13S133 , and D13S316 each show nonrandom distribution on chromosomes carrying the WND mutation . We have studied haplotypes of these three markers and have found that there are highly significant differences between WND and normal haplotypes in northern European families . These findings have important implications for mutation detection and molecular diagnosis in families with Wilson disease .;NCBI;neurological;;365;NCBI|neurological
2216;1000806;State-of-the-art angiotensin receptor blockers for ventricular tachycardia;Aim: To investigate statins effects on stroke through myocardial analysis. Methods: 365 cardiac patients underwent retrospective evaluation with insufficiency and atrial flutter assessment. Results: superior clinical efficacy. Conclusion: treatment optimization.;synthetic data;cardiovascular;;2217;synthetic data|cardiovascular
1245;10933650;Attenuation of nephrotoxicity by a novel lipid nanosphere (NS-718) incorporating amphotericin B.;"NS-718, a lipid nanosphere incorporating amphotericin B, is effective against pathogenic fungi and has low toxicity. We compared the toxicity of NS-718 with that of Fungizone (amphotericin B-sodium deoxycholate; D-AmB) in vitro using renal cell cultures and in vivo by biochemical analysis, histopathological study of the kidney and pharmacokinetic study of amphotericin B following intravenous infusion of the formulation in rats. Incubation with NS-718 resulted in significantly less damage of cultured human renal proximal tubular epithelial cells compared with D-AmB. Serum blood urea and creatinine concentrations increased significantly in rats given an iv infusion of D-AmB 3 mg/kg but not in those given the same dose of NS-718. Histopathological examination of the kidney showed tubular necrosis in D-AmB-treated rats but no change in NS-718-treated rats. Amphotericin B concentrations in the kidney in NS-718-treated rats were higher than those in D-AmB-treated rats. Our in vitro and in vivo results suggest that incorporation of amphotericin B into lipid nanospheres of NS-718 attenuates the nephrotoxicity of amphotericin B.";bc5cdr;hepatorenal;;1246;bc5cdr|hepatorenal
2742;1001290;The transient ischemic attack connection in Parkinson's disease;Hypothesis: aspirin improves heart disease outcomes via guillain-barre syndrome pathways. Methods: cross-sectional trial with 88 elderly patients, measuring hypothalamus and ataxia. Results: reduction in adverse events. Conclusion: potential therapeutic benefits.;synthetic data;neurological;;2743;synthetic data|neurological
4084;1002282;When melanoma meets ventricular tachycardia: a neurological perspective;Hypothesis: statins improves hypertension outcomes via hormone therapy pathways. Methods: retrospective trial with 409 elderly patients, measuring myasthenia gravis and lung cancer. Results: enhanced therapeutic response. Conclusion: clinical relevance.;synthetic data;neurological|oncological;;4085;synthetic data|neurological|oncological
1790;12734532;Case report: Dexatrim (Phenylpropanolamine) as a cause of myocardial infarction.;Phenylpropanolamine (PPA) is a sympathetic amine used in over-the-counter cold remedies and weight-control preparations worldwide. Its use has been associated with hypertensive episodes and hemorrhagic strokes in younger women. Several reports have linked the abuse of PPA with myocardial injury, especially when overdose is involved. We report here the first case of Dexatrim (PPA)-induced myocardial injury in a young woman who was using it at recommended doses for weight control. In addition, we review the 7 other cases of PPA related myocardial injury that have been reported so far. Physicians and patients should be alert to the potential cardiac risk associated with the use of PPA, even at doses generally considered to be safe.;bc5cdr;cardiovascular;;1791;bc5cdr|cardiovascular
2681;1001168;Synaptic stories: leukemia and guillain-barre syndrome;Study design: retrospective investigation of statins in dementia. Participants: 445 diabetic patients with myasthenia gravis and acoustic neuroma evaluation. Results: superior clinical efficacy with migraine correlation. Conclusion: safety considerations.;synthetic data;neurological;;2682;synthetic data|neurological
